model	score_type	score_value	proteina	proteinb
lightdock	luciferin_score	8.08969	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.0239	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.97954	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.8101	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.61245	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.52632	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.32184	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.23787	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.17878	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.37814	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.22576	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.48774	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.46043	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.44802	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.24204	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.75495	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.21255	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.13384	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.62152	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.45058	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.14901	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.16539	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.21241	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-1.34925	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.05185	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.08862	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.21946	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.57316	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-7.27374	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.20283	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.98342	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-19.44482	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-19.93127	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-20.52074	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-24.93098	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-28.16229	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-29.39752	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.3227	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-40.67958	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-47.16135	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-52.98875	2UUY_rec	2UUY_lig
lightdock	luciferin_score	15.42513	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.73584	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.52147	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.42137	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.39099	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.9648	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.63933	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.36533	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.88342	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.18075	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.11302	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.08666	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.99162	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.86609	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.63764	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.2356	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.11199	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.87804	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.84006	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.64676	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.57846	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.47197	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.44588	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.85061	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.77741	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.62439	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.47815	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.44913	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.16839	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.60382	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.53581	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.15237	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.04597	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.56614	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.47878	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.36019	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.91065	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.81688	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.47101	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.94503	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.84499	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.55998	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.39364	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.80274	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.99238	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.08445	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.53144	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-7.54613	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.37875	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.84316	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.83718	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-13.15795	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-16.48868	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-16.59068	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-23.10469	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-26.18763	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-30.57365	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-31.57469	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-31.83407	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-34.15711	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-34.48801	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-36.86237	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-37.34628	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-40.11741	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-41.01827	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-41.56482	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-48.32295	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-53.39498	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-63.99518	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-69.47656	2UUY_rec	2UUY_lig
lightdock	luciferin_score	19.08606	2UUY_rec	2UUY_lig
lightdock	luciferin_score	18.31285	2UUY_rec	2UUY_lig
lightdock	luciferin_score	16.08976	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.89145	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.2102	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.91161	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.77544	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.61553	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.21654	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.95109	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.75105	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.8913	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.35075	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.14078	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.12384	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.58146	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.19725	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.13034	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.83139	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.7809	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.62033	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.60587	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.49894	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.42675	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.12099	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.07453	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.95878	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.89917	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.33465	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.15636	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.09082	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.52926	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.38686	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.05183	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.97681	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.72099	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.71219	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.69799	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.87349	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.6739	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.5542	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.17476	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.61546	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.59319	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.43144	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.55321	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.92565	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.46468	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.0547	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.35025	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-11.44578	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.13345	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.20295	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.6457	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-17.74074	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-23.52589	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-25.62788	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-27.68622	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-37.15714	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-41.98281	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-55.81435	2UUY_rec	2UUY_lig
lightdock	luciferin_score	17.19904	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.76514	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.72085	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.98243	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.15	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.58418	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.52344	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.37924	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.35784	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.28455	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.21504	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.15217	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.88696	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.86582	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.56417	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.39402	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.32286	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.21505	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.05038	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.91651	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.81597	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.77605	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.6066	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.53235	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.50261	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.49761	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.413	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.40889	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.25771	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.04262	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.0231	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.02257	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.922	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.90942	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.82208	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.63356	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.30689	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.23253	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.1694	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.96289	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.6776	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.12242	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.06692	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.02371	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.89864	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.77606	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.87789	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.45242	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.50342	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-1.19733	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.85214	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.41751	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.65452	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-11.32962	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-13.14242	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-14.84849	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-23.44503	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-36.37594	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-44.32976	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-46.41837	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-48.93148	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-54.3928	2UUY_rec	2UUY_lig
lightdock	luciferin_score	19.32013	2UUY_rec	2UUY_lig
lightdock	luciferin_score	17.67697	2UUY_rec	2UUY_lig
lightdock	luciferin_score	16.63813	2UUY_rec	2UUY_lig
lightdock	luciferin_score	15.14477	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.91847	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.82611	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.34831	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.80499	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.76298	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.55581	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.49148	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.47956	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.24736	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.16055	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.57879	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.14316	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.11789	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.97043	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.94166	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.84209	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.84013	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.62608	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.96383	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.54383	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.48944	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.48861	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.48122	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.31896	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.85967	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.39131	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.9935	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.62891	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.83342	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.9679	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.92677	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.94228	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.35768	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.8975	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.66271	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.92533	2UUY_rec	2UUY_lig
lightdock	luciferin_score	1.84646	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.94343	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.47424	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.35466	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.42345	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.06638	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.15955	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-4.56334	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-8.02832	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-8.69167	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-12.01771	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-15.77198	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-16.96084	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-17.54748	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-17.92563	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-20.04344	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-22.09366	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-22.71191	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-30.41142	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-31.97897	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.52899	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.7593	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-39.55199	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-59.1283	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-64.679	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-67.64935	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-72.0766	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-81.99945	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-103.2492	2UUY_rec	2UUY_lig
lightdock	luciferin_score	16.80002	2UUY_rec	2UUY_lig
lightdock	luciferin_score	16.59912	2UUY_rec	2UUY_lig
lightdock	luciferin_score	15.6467	2UUY_rec	2UUY_lig
lightdock	luciferin_score	15.4568	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.75116	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.34955	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.13051	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.70173	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.29727	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.71553	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.53735	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.95109	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.61526	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.60362	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.35933	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.25397	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.16163	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.86075	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.80304	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.77869	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.27863	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.25316	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.0294	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.90191	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.27412	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.24714	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.22062	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.06175	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.81426	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.79132	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.69982	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.53649	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.56624	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.51291	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.38169	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.88815	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.59282	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.26554	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.52266	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.04332	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.37279	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.8136	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.09336	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-2.13132	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.33561	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.10849	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-7.79424	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-9.89567	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-12.5134	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-15.45461	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-21.10508	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-21.14465	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-28.81473	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-30.83671	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-32.797	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-33.51119	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-37.62635	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-37.71187	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-51.77323	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-54.64306	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-79.11234	2UUY_rec	2UUY_lig
lightdock	luciferin_score	14.61834	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.39917	2UUY_rec	2UUY_lig
lightdock	luciferin_score	13.12428	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.86279	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.43807	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.42706	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.13782	2UUY_rec	2UUY_lig
lightdock	luciferin_score	12.01441	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.79226	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.23636	2UUY_rec	2UUY_lig
lightdock	luciferin_score	11.16331	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.94327	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.62635	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.35956	2UUY_rec	2UUY_lig
lightdock	luciferin_score	10.24946	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.93657	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.86216	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.14084	2UUY_rec	2UUY_lig
lightdock	luciferin_score	9.13204	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.60417	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.58572	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.58098	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.54788	2UUY_rec	2UUY_lig
lightdock	luciferin_score	8.24561	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.8049	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.62589	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.45922	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.33943	2UUY_rec	2UUY_lig
lightdock	luciferin_score	7.25928	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.47946	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.35616	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.33729	2UUY_rec	2UUY_lig
lightdock	luciferin_score	6.22532	2UUY_rec	2UUY_lig
lightdock	luciferin_score	5.6122	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.72471	2UUY_rec	2UUY_lig
lightdock	luciferin_score	4.06063	2UUY_rec	2UUY_lig
lightdock	luciferin_score	3.45885	2UUY_rec	2UUY_lig
lightdock	luciferin_score	2.84366	2UUY_rec	2UUY_lig
lightdock	luciferin_score	0.06365	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-0.76999	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-1.34566	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.16749	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-3.94347	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.01655	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-5.86524	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-6.24208	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-10.39531	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-11.17701	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-11.39112	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-26.96498	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-27.87268	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-30.12084	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-30.89522	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-41.44082	2UUY_rec	2UUY_lig
lightdock	luciferin_score	-43.72439	2UUY_rec	2UUY_lig
