model	score_type	score_value	proteinA	proteinB	swarm	cluster_id	cluster_pop	source
lightdock	luciferin_score	-31.58708	2UUY_rec	2UUY_lig	swarm_175	61.0	1.0	
lightdock	luciferin_score	-38.13939	2UUY_rec	2UUY_lig	swarm_175	62.0	1.0	
lightdock	luciferin_score	-41.17458	2UUY_rec	2UUY_lig	swarm_175	63.0	2.0	
lightdock	luciferin_score	-43.72504	2UUY_rec	2UUY_lig	swarm_175	64.0	1.0	
lightdock	luciferin_score	-46.13155	2UUY_rec	2UUY_lig	swarm_175	65.0	2.0	
lightdock	luciferin_score	19.81982	2UUY_rec	2UUY_lig	swarm_176	0.0	5.0	
lightdock	luciferin_score	18.24967	2UUY_rec	2UUY_lig	swarm_176	1.0	8.0	
lightdock	luciferin_score	14.70816	2UUY_rec	2UUY_lig	swarm_176	2.0	4.0	
lightdock	luciferin_score	14.23696	2UUY_rec	2UUY_lig	swarm_176	3.0	2.0	
lightdock	luciferin_score	12.44565	2UUY_rec	2UUY_lig	swarm_176	4.0	10.0	
lightdock	luciferin_score	12.21651	2UUY_rec	2UUY_lig	swarm_176	5.0	4.0	
lightdock	luciferin_score	12.20639	2UUY_rec	2UUY_lig	swarm_176	6.0	4.0	
lightdock	luciferin_score	11.47828	2UUY_rec	2UUY_lig	swarm_176	7.0	3.0	
lightdock	luciferin_score	11.41853	2UUY_rec	2UUY_lig	swarm_176	8.0	4.0	
lightdock	luciferin_score	11.16124	2UUY_rec	2UUY_lig	swarm_176	9.0	6.0	
lightdock	luciferin_score	10.57942	2UUY_rec	2UUY_lig	swarm_176	10.0	2.0	
lightdock	luciferin_score	10.55401	2UUY_rec	2UUY_lig	swarm_176	11.0	13.0	
lightdock	luciferin_score	10.52382	2UUY_rec	2UUY_lig	swarm_176	12.0	2.0	
lightdock	luciferin_score	10.49889	2UUY_rec	2UUY_lig	swarm_176	13.0	3.0	
lightdock	luciferin_score	10.41112	2UUY_rec	2UUY_lig	swarm_176	14.0	3.0	
lightdock	luciferin_score	10.38748	2UUY_rec	2UUY_lig	swarm_176	15.0	2.0	
lightdock	luciferin_score	9.91044	2UUY_rec	2UUY_lig	swarm_176	16.0	5.0	
lightdock	luciferin_score	9.73571	2UUY_rec	2UUY_lig	swarm_176	17.0	1.0	
lightdock	luciferin_score	9.53278	2UUY_rec	2UUY_lig	swarm_176	18.0	4.0	
lightdock	luciferin_score	9.5011	2UUY_rec	2UUY_lig	swarm_176	19.0	5.0	
lightdock	luciferin_score	9.10531	2UUY_rec	2UUY_lig	swarm_176	20.0	2.0	
lightdock	luciferin_score	9.04151	2UUY_rec	2UUY_lig	swarm_176	21.0	5.0	
lightdock	luciferin_score	8.83445	2UUY_rec	2UUY_lig	swarm_176	22.0	4.0	
lightdock	luciferin_score	8.79308	2UUY_rec	2UUY_lig	swarm_176	23.0	3.0	
lightdock	luciferin_score	8.67581	2UUY_rec	2UUY_lig	swarm_176	24.0	6.0	
lightdock	luciferin_score	8.46445	2UUY_rec	2UUY_lig	swarm_176	25.0	3.0	
lightdock	luciferin_score	7.98324	2UUY_rec	2UUY_lig	swarm_176	26.0	3.0	
lightdock	luciferin_score	7.85539	2UUY_rec	2UUY_lig	swarm_176	27.0	4.0	
lightdock	luciferin_score	7.85325	2UUY_rec	2UUY_lig	swarm_176	28.0	2.0	
lightdock	luciferin_score	7.80902	2UUY_rec	2UUY_lig	swarm_176	29.0	6.0	
lightdock	luciferin_score	7.72986	2UUY_rec	2UUY_lig	swarm_176	30.0	2.0	
lightdock	luciferin_score	7.62289	2UUY_rec	2UUY_lig	swarm_176	31.0	3.0	
lightdock	luciferin_score	7.53986	2UUY_rec	2UUY_lig	swarm_176	32.0	1.0	
lightdock	luciferin_score	7.48661	2UUY_rec	2UUY_lig	swarm_176	33.0	3.0	
lightdock	luciferin_score	7.18763	2UUY_rec	2UUY_lig	swarm_176	34.0	1.0	
lightdock	luciferin_score	7.13662	2UUY_rec	2UUY_lig	swarm_176	35.0	8.0	
lightdock	luciferin_score	6.96434	2UUY_rec	2UUY_lig	swarm_176	36.0	3.0	
lightdock	luciferin_score	6.94183	2UUY_rec	2UUY_lig	swarm_176	37.0	1.0	
lightdock	luciferin_score	6.48269	2UUY_rec	2UUY_lig	swarm_176	38.0	3.0	
lightdock	luciferin_score	6.33755	2UUY_rec	2UUY_lig	swarm_176	39.0	1.0	
lightdock	luciferin_score	6.06355	2UUY_rec	2UUY_lig	swarm_176	40.0	1.0	
lightdock	luciferin_score	6.01508	2UUY_rec	2UUY_lig	swarm_176	41.0	1.0	
lightdock	luciferin_score	5.82578	2UUY_rec	2UUY_lig	swarm_176	42.0	1.0	
lightdock	luciferin_score	5.75995	2UUY_rec	2UUY_lig	swarm_176	43.0	1.0	
lightdock	luciferin_score	5.70363	2UUY_rec	2UUY_lig	swarm_176	44.0	2.0	
lightdock	luciferin_score	5.49148	2UUY_rec	2UUY_lig	swarm_176	45.0	1.0	
lightdock	luciferin_score	5.38601	2UUY_rec	2UUY_lig	swarm_176	46.0	1.0	
lightdock	luciferin_score	4.85856	2UUY_rec	2UUY_lig	swarm_176	47.0	4.0	
lightdock	luciferin_score	4.35264	2UUY_rec	2UUY_lig	swarm_176	48.0	3.0	
lightdock	luciferin_score	4.27156	2UUY_rec	2UUY_lig	swarm_176	49.0	2.0	
lightdock	luciferin_score	3.41723	2UUY_rec	2UUY_lig	swarm_176	50.0	2.0	
lightdock	luciferin_score	0.86848	2UUY_rec	2UUY_lig	swarm_176	51.0	1.0	
lightdock	luciferin_score	-0.93779	2UUY_rec	2UUY_lig	swarm_176	52.0	1.0	
lightdock	luciferin_score	-2.20831	2UUY_rec	2UUY_lig	swarm_176	53.0	1.0	
lightdock	luciferin_score	-2.98487	2UUY_rec	2UUY_lig	swarm_176	54.0	1.0	
lightdock	luciferin_score	-3.80286	2UUY_rec	2UUY_lig	swarm_176	55.0	5.0	
lightdock	luciferin_score	-4.03303	2UUY_rec	2UUY_lig	swarm_176	56.0	2.0	
lightdock	luciferin_score	-6.70964	2UUY_rec	2UUY_lig	swarm_176	57.0	7.0	
lightdock	luciferin_score	-9.37768	2UUY_rec	2UUY_lig	swarm_176	58.0	1.0	
lightdock	luciferin_score	-9.94551	2UUY_rec	2UUY_lig	swarm_176	59.0	2.0	
lightdock	luciferin_score	-11.89514	2UUY_rec	2UUY_lig	swarm_176	60.0	1.0	
lightdock	luciferin_score	-12.84041	2UUY_rec	2UUY_lig	swarm_176	61.0	1.0	
lightdock	luciferin_score	-14.44028	2UUY_rec	2UUY_lig	swarm_176	62.0	1.0	
lightdock	luciferin_score	-26.26346	2UUY_rec	2UUY_lig	swarm_176	63.0	1.0	
lightdock	luciferin_score	-28.7815	2UUY_rec	2UUY_lig	swarm_176	64.0	1.0	
lightdock	luciferin_score	-35.89845	2UUY_rec	2UUY_lig	swarm_176	65.0	1.0	
lightdock	luciferin_score	14.58539	2UUY_rec	2UUY_lig	swarm_177	0.0	5.0	
lightdock	luciferin_score	14.15872	2UUY_rec	2UUY_lig	swarm_177	1.0	9.0	
lightdock	luciferin_score	13.70773	2UUY_rec	2UUY_lig	swarm_177	2.0	8.0	
lightdock	luciferin_score	13.11412	2UUY_rec	2UUY_lig	swarm_177	3.0	4.0	
lightdock	luciferin_score	12.82629	2UUY_rec	2UUY_lig	swarm_177	4.0	2.0	
lightdock	luciferin_score	12.56818	2UUY_rec	2UUY_lig	swarm_177	5.0	1.0	
lightdock	luciferin_score	12.56695	2UUY_rec	2UUY_lig	swarm_177	6.0	11.0	
lightdock	luciferin_score	11.87351	2UUY_rec	2UUY_lig	swarm_177	7.0	8.0	
lightdock	luciferin_score	11.87316	2UUY_rec	2UUY_lig	swarm_177	8.0	8.0	
lightdock	luciferin_score	11.51303	2UUY_rec	2UUY_lig	swarm_177	9.0	8.0	
lightdock	luciferin_score	11.45339	2UUY_rec	2UUY_lig	swarm_177	10.0	6.0	
lightdock	luciferin_score	11.36925	2UUY_rec	2UUY_lig	swarm_177	11.0	9.0	
lightdock	luciferin_score	11.12421	2UUY_rec	2UUY_lig	swarm_177	12.0	6.0	
lightdock	luciferin_score	11.02869	2UUY_rec	2UUY_lig	swarm_177	13.0	2.0	
lightdock	luciferin_score	11.01294	2UUY_rec	2UUY_lig	swarm_177	14.0	3.0	
lightdock	luciferin_score	10.84679	2UUY_rec	2UUY_lig	swarm_177	15.0	6.0	
lightdock	luciferin_score	10.05047	2UUY_rec	2UUY_lig	swarm_177	16.0	2.0	
lightdock	luciferin_score	9.84209	2UUY_rec	2UUY_lig	swarm_177	17.0	2.0	
lightdock	luciferin_score	9.81186	2UUY_rec	2UUY_lig	swarm_177	18.0	4.0	
lightdock	luciferin_score	9.69102	2UUY_rec	2UUY_lig	swarm_177	19.0	2.0	
lightdock	luciferin_score	9.68651	2UUY_rec	2UUY_lig	swarm_177	20.0	1.0	
lightdock	luciferin_score	9.64839	2UUY_rec	2UUY_lig	swarm_177	21.0	1.0	
lightdock	luciferin_score	9.49911	2UUY_rec	2UUY_lig	swarm_177	22.0	1.0	
lightdock	luciferin_score	9.32354	2UUY_rec	2UUY_lig	swarm_177	23.0	2.0	
lightdock	luciferin_score	9.25794	2UUY_rec	2UUY_lig	swarm_177	24.0	2.0	
lightdock	luciferin_score	9.14974	2UUY_rec	2UUY_lig	swarm_177	25.0	3.0	
lightdock	luciferin_score	9.02292	2UUY_rec	2UUY_lig	swarm_177	26.0	1.0	
lightdock	luciferin_score	8.88762	2UUY_rec	2UUY_lig	swarm_177	27.0	5.0	
lightdock	luciferin_score	8.80495	2UUY_rec	2UUY_lig	swarm_177	28.0	1.0	
lightdock	luciferin_score	8.64442	2UUY_rec	2UUY_lig	swarm_177	29.0	2.0	
lightdock	luciferin_score	8.15901	2UUY_rec	2UUY_lig	swarm_177	30.0	5.0	
lightdock	luciferin_score	8.09249	2UUY_rec	2UUY_lig	swarm_177	31.0	1.0	
lightdock	luciferin_score	7.78426	2UUY_rec	2UUY_lig	swarm_177	32.0	2.0	
lightdock	luciferin_score	7.48615	2UUY_rec	2UUY_lig	swarm_177	33.0	3.0	
lightdock	luciferin_score	7.33946	2UUY_rec	2UUY_lig	swarm_177	34.0	6.0	
lightdock	luciferin_score	7.21125	2UUY_rec	2UUY_lig	swarm_177	35.0	1.0	
lightdock	luciferin_score	6.9804	2UUY_rec	2UUY_lig	swarm_177	36.0	2.0	
lightdock	luciferin_score	6.84913	2UUY_rec	2UUY_lig	swarm_177	37.0	2.0	
lightdock	luciferin_score	6.51401	2UUY_rec	2UUY_lig	swarm_177	38.0	2.0	
lightdock	luciferin_score	6.29584	2UUY_rec	2UUY_lig	swarm_177	39.0	1.0	
lightdock	luciferin_score	6.19656	2UUY_rec	2UUY_lig	swarm_177	40.0	1.0	
lightdock	luciferin_score	5.85733	2UUY_rec	2UUY_lig	swarm_177	41.0	1.0	
lightdock	luciferin_score	5.64266	2UUY_rec	2UUY_lig	swarm_177	42.0	6.0	
lightdock	luciferin_score	5.08443	2UUY_rec	2UUY_lig	swarm_177	43.0	1.0	
lightdock	luciferin_score	5.08271	2UUY_rec	2UUY_lig	swarm_177	44.0	1.0	
lightdock	luciferin_score	4.12521	2UUY_rec	2UUY_lig	swarm_177	45.0	1.0	
lightdock	luciferin_score	3.72847	2UUY_rec	2UUY_lig	swarm_177	46.0	2.0	
lightdock	luciferin_score	3.29316	2UUY_rec	2UUY_lig	swarm_177	47.0	4.0	
lightdock	luciferin_score	-0.00367	2UUY_rec	2UUY_lig	swarm_177	48.0	2.0	
lightdock	luciferin_score	-0.65311	2UUY_rec	2UUY_lig	swarm_177	49.0	1.0	
lightdock	luciferin_score	-0.77089	2UUY_rec	2UUY_lig	swarm_177	50.0	2.0	
lightdock	luciferin_score	-1.31372	2UUY_rec	2UUY_lig	swarm_177	51.0	1.0	
lightdock	luciferin_score	-1.89011	2UUY_rec	2UUY_lig	swarm_177	52.0	3.0	
lightdock	luciferin_score	-3.83554	2UUY_rec	2UUY_lig	swarm_177	53.0	2.0	
lightdock	luciferin_score	-4.42027	2UUY_rec	2UUY_lig	swarm_177	54.0	1.0	
lightdock	luciferin_score	-5.91246	2UUY_rec	2UUY_lig	swarm_177	55.0	1.0	
lightdock	luciferin_score	-8.96414	2UUY_rec	2UUY_lig	swarm_177	56.0	1.0	
lightdock	luciferin_score	-10.22937	2UUY_rec	2UUY_lig	swarm_177	57.0	5.0	
lightdock	luciferin_score	-11.46441	2UUY_rec	2UUY_lig	swarm_177	58.0	1.0	
lightdock	luciferin_score	-11.82505	2UUY_rec	2UUY_lig	swarm_177	59.0	1.0	
lightdock	luciferin_score	-12.99449	2UUY_rec	2UUY_lig	swarm_177	60.0	3.0	
lightdock	luciferin_score	-15.29513	2UUY_rec	2UUY_lig	swarm_177	61.0	2.0	
lightdock	luciferin_score	-18.04232	2UUY_rec	2UUY_lig	swarm_177	62.0	1.0	
lightdock	luciferin_score	-20.93483	2UUY_rec	2UUY_lig	swarm_177	63.0	2.0	
lightdock	luciferin_score	-44.51122	2UUY_rec	2UUY_lig	swarm_177	64.0	1.0	
lightdock	luciferin_score	-53.68735	2UUY_rec	2UUY_lig	swarm_177	65.0	1.0	
lightdock	luciferin_score	-58.6716	2UUY_rec	2UUY_lig	swarm_177	66.0	1.0	
lightdock	luciferin_score	-68.29693	2UUY_rec	2UUY_lig	swarm_177	67.0	1.0	
lightdock	luciferin_score	13.51692	2UUY_rec	2UUY_lig	swarm_178	0.0	1.0	
lightdock	luciferin_score	13.17235	2UUY_rec	2UUY_lig	swarm_178	1.0	4.0	
lightdock	luciferin_score	12.99443	2UUY_rec	2UUY_lig	swarm_178	2.0	17.0	
lightdock	luciferin_score	12.83527	2UUY_rec	2UUY_lig	swarm_178	3.0	2.0	
lightdock	luciferin_score	12.60427	2UUY_rec	2UUY_lig	swarm_178	4.0	12.0	
lightdock	luciferin_score	12.32806	2UUY_rec	2UUY_lig	swarm_178	5.0	2.0	
lightdock	luciferin_score	12.14524	2UUY_rec	2UUY_lig	swarm_178	6.0	9.0	
lightdock	luciferin_score	11.61836	2UUY_rec	2UUY_lig	swarm_178	7.0	4.0	
lightdock	luciferin_score	11.58131	2UUY_rec	2UUY_lig	swarm_178	8.0	5.0	
lightdock	luciferin_score	11.54484	2UUY_rec	2UUY_lig	swarm_178	9.0	8.0	
lightdock	luciferin_score	11.43826	2UUY_rec	2UUY_lig	swarm_178	10.0	4.0	
lightdock	luciferin_score	11.32885	2UUY_rec	2UUY_lig	swarm_178	11.0	8.0	
lightdock	luciferin_score	11.16224	2UUY_rec	2UUY_lig	swarm_178	12.0	2.0	
lightdock	luciferin_score	11.02044	2UUY_rec	2UUY_lig	swarm_178	13.0	2.0	
lightdock	luciferin_score	10.98812	2UUY_rec	2UUY_lig	swarm_178	14.0	3.0	
lightdock	luciferin_score	10.97394	2UUY_rec	2UUY_lig	swarm_178	15.0	1.0	
lightdock	luciferin_score	10.82092	2UUY_rec	2UUY_lig	swarm_178	16.0	2.0	
lightdock	luciferin_score	10.8013	2UUY_rec	2UUY_lig	swarm_178	17.0	5.0	
lightdock	luciferin_score	10.44918	2UUY_rec	2UUY_lig	swarm_178	18.0	1.0	
lightdock	luciferin_score	9.95624	2UUY_rec	2UUY_lig	swarm_178	19.0	3.0	
lightdock	luciferin_score	9.79129	2UUY_rec	2UUY_lig	swarm_178	20.0	5.0	
lightdock	luciferin_score	9.65678	2UUY_rec	2UUY_lig	swarm_178	21.0	2.0	
lightdock	luciferin_score	9.59711	2UUY_rec	2UUY_lig	swarm_178	22.0	1.0	
lightdock	luciferin_score	9.59343	2UUY_rec	2UUY_lig	swarm_178	23.0	7.0	
lightdock	luciferin_score	9.46239	2UUY_rec	2UUY_lig	swarm_178	24.0	2.0	
lightdock	luciferin_score	9.08216	2UUY_rec	2UUY_lig	swarm_178	25.0	4.0	
lightdock	luciferin_score	8.97795	2UUY_rec	2UUY_lig	swarm_178	26.0	1.0	
lightdock	luciferin_score	8.916	2UUY_rec	2UUY_lig	swarm_178	27.0	3.0	
lightdock	luciferin_score	8.58125	2UUY_rec	2UUY_lig	swarm_178	28.0	3.0	
lightdock	luciferin_score	8.39254	2UUY_rec	2UUY_lig	swarm_178	29.0	1.0	
lightdock	luciferin_score	7.68901	2UUY_rec	2UUY_lig	swarm_178	30.0	5.0	
lightdock	luciferin_score	7.63217	2UUY_rec	2UUY_lig	swarm_178	31.0	1.0	
lightdock	luciferin_score	7.47333	2UUY_rec	2UUY_lig	swarm_178	32.0	2.0	
lightdock	luciferin_score	7.43992	2UUY_rec	2UUY_lig	swarm_178	33.0	2.0	
lightdock	luciferin_score	7.37996	2UUY_rec	2UUY_lig	swarm_178	34.0	2.0	
lightdock	luciferin_score	7.18295	2UUY_rec	2UUY_lig	swarm_178	35.0	3.0	
lightdock	luciferin_score	6.94424	2UUY_rec	2UUY_lig	swarm_178	36.0	1.0	
lightdock	luciferin_score	6.28381	2UUY_rec	2UUY_lig	swarm_178	37.0	1.0	
lightdock	luciferin_score	6.09263	2UUY_rec	2UUY_lig	swarm_178	38.0	1.0	
lightdock	luciferin_score	5.88162	2UUY_rec	2UUY_lig	swarm_178	39.0	1.0	
lightdock	luciferin_score	5.26028	2UUY_rec	2UUY_lig	swarm_178	40.0	1.0	
lightdock	luciferin_score	4.93992	2UUY_rec	2UUY_lig	swarm_178	41.0	1.0	
lightdock	luciferin_score	4.68754	2UUY_rec	2UUY_lig	swarm_178	42.0	1.0	
lightdock	luciferin_score	2.71875	2UUY_rec	2UUY_lig	swarm_178	43.0	1.0	
lightdock	luciferin_score	1.92366	2UUY_rec	2UUY_lig	swarm_178	44.0	2.0	
lightdock	luciferin_score	1.73302	2UUY_rec	2UUY_lig	swarm_178	45.0	2.0	
lightdock	luciferin_score	0.05168	2UUY_rec	2UUY_lig	swarm_178	46.0	2.0	
lightdock	luciferin_score	-1.27919	2UUY_rec	2UUY_lig	swarm_178	47.0	3.0	
lightdock	luciferin_score	-2.03238	2UUY_rec	2UUY_lig	swarm_178	48.0	5.0	
lightdock	luciferin_score	-3.14672	2UUY_rec	2UUY_lig	swarm_178	49.0	7.0	
lightdock	luciferin_score	-4.35953	2UUY_rec	2UUY_lig	swarm_178	50.0	2.0	
lightdock	luciferin_score	-6.44176	2UUY_rec	2UUY_lig	swarm_178	51.0	6.0	
lightdock	luciferin_score	-7.40554	2UUY_rec	2UUY_lig	swarm_178	52.0	4.0	
lightdock	luciferin_score	-9.77306	2UUY_rec	2UUY_lig	swarm_178	53.0	1.0	
lightdock	luciferin_score	-9.82518	2UUY_rec	2UUY_lig	swarm_178	54.0	2.0	
lightdock	luciferin_score	-10.97729	2UUY_rec	2UUY_lig	swarm_178	55.0	1.0	
lightdock	luciferin_score	-11.96871	2UUY_rec	2UUY_lig	swarm_178	56.0	1.0	
lightdock	luciferin_score	-15.9656	2UUY_rec	2UUY_lig	swarm_178	57.0	3.0	
lightdock	luciferin_score	-17.63292	2UUY_rec	2UUY_lig	swarm_178	58.0	2.0	
lightdock	luciferin_score	-20.22186	2UUY_rec	2UUY_lig	swarm_178	59.0	2.0	
lightdock	luciferin_score	-28.10937	2UUY_rec	2UUY_lig	swarm_178	60.0	3.0	
lightdock	luciferin_score	-28.3058	2UUY_rec	2UUY_lig	swarm_178	61.0	1.0	
lightdock	luciferin_score	-31.00328	2UUY_rec	2UUY_lig	swarm_178	62.0	1.0	
lightdock	luciferin_score	-31.958	2UUY_rec	2UUY_lig	swarm_178	63.0	1.0	
lightdock	luciferin_score	-52.97468	2UUY_rec	2UUY_lig	swarm_178	64.0	1.0	
lightdock	luciferin_score	-55.5712	2UUY_rec	2UUY_lig	swarm_178	65.0	1.0	
lightdock	luciferin_score	17.44083	2UUY_rec	2UUY_lig	swarm_179	0.0	5.0	
lightdock	luciferin_score	15.88401	2UUY_rec	2UUY_lig	swarm_179	1.0	8.0	
lightdock	luciferin_score	13.69298	2UUY_rec	2UUY_lig	swarm_179	2.0	5.0	
lightdock	luciferin_score	13.35171	2UUY_rec	2UUY_lig	swarm_179	3.0	2.0	
lightdock	luciferin_score	12.63848	2UUY_rec	2UUY_lig	swarm_179	4.0	5.0	
lightdock	luciferin_score	12.60297	2UUY_rec	2UUY_lig	swarm_179	5.0	9.0	
lightdock	luciferin_score	12.11932	2UUY_rec	2UUY_lig	swarm_179	6.0	3.0	
lightdock	luciferin_score	12.11082	2UUY_rec	2UUY_lig	swarm_179	7.0	2.0	
lightdock	luciferin_score	11.7696	2UUY_rec	2UUY_lig	swarm_179	8.0	1.0	
lightdock	luciferin_score	11.6251	2UUY_rec	2UUY_lig	swarm_179	9.0	8.0	
lightdock	luciferin_score	11.26629	2UUY_rec	2UUY_lig	swarm_179	10.0	23.0	
lightdock	luciferin_score	11.1159	2UUY_rec	2UUY_lig	swarm_179	11.0	5.0	
lightdock	luciferin_score	10.59401	2UUY_rec	2UUY_lig	swarm_179	12.0	12.0	
lightdock	luciferin_score	10.46001	2UUY_rec	2UUY_lig	swarm_179	13.0	5.0	
lightdock	luciferin_score	10.00369	2UUY_rec	2UUY_lig	swarm_179	14.0	3.0	
lightdock	luciferin_score	9.90189	2UUY_rec	2UUY_lig	swarm_179	15.0	14.0	
lightdock	luciferin_score	9.8372	2UUY_rec	2UUY_lig	swarm_179	16.0	1.0	
lightdock	luciferin_score	9.69324	2UUY_rec	2UUY_lig	swarm_179	17.0	2.0	
lightdock	luciferin_score	9.57763	2UUY_rec	2UUY_lig	swarm_179	18.0	1.0	
lightdock	luciferin_score	9.48576	2UUY_rec	2UUY_lig	swarm_179	19.0	1.0	
lightdock	luciferin_score	9.41683	2UUY_rec	2UUY_lig	swarm_179	20.0	2.0	
lightdock	luciferin_score	9.365	2UUY_rec	2UUY_lig	swarm_179	21.0	2.0	
lightdock	luciferin_score	9.06638	2UUY_rec	2UUY_lig	swarm_179	22.0	1.0	
lightdock	luciferin_score	8.6193	2UUY_rec	2UUY_lig	swarm_179	23.0	1.0	
lightdock	luciferin_score	8.50067	2UUY_rec	2UUY_lig	swarm_179	24.0	3.0	
lightdock	luciferin_score	8.36604	2UUY_rec	2UUY_lig	swarm_179	25.0	2.0	
lightdock	luciferin_score	8.16306	2UUY_rec	2UUY_lig	swarm_179	26.0	2.0	
lightdock	luciferin_score	7.81369	2UUY_rec	2UUY_lig	swarm_179	27.0	1.0	
lightdock	luciferin_score	7.67135	2UUY_rec	2UUY_lig	swarm_179	28.0	4.0	
lightdock	luciferin_score	7.62741	2UUY_rec	2UUY_lig	swarm_179	29.0	2.0	
lightdock	luciferin_score	7.55659	2UUY_rec	2UUY_lig	swarm_179	30.0	2.0	
lightdock	luciferin_score	7.23889	2UUY_rec	2UUY_lig	swarm_179	31.0	2.0	
lightdock	luciferin_score	7.09148	2UUY_rec	2UUY_lig	swarm_179	32.0	5.0	
lightdock	luciferin_score	7.0816	2UUY_rec	2UUY_lig	swarm_179	33.0	2.0	
lightdock	luciferin_score	6.81574	2UUY_rec	2UUY_lig	swarm_179	34.0	3.0	
lightdock	luciferin_score	6.64812	2UUY_rec	2UUY_lig	swarm_179	35.0	1.0	
lightdock	luciferin_score	5.7203	2UUY_rec	2UUY_lig	swarm_179	36.0	1.0	
lightdock	luciferin_score	5.52083	2UUY_rec	2UUY_lig	swarm_179	37.0	2.0	
lightdock	luciferin_score	5.19664	2UUY_rec	2UUY_lig	swarm_179	38.0	1.0	
lightdock	luciferin_score	3.4032	2UUY_rec	2UUY_lig	swarm_179	39.0	4.0	
lightdock	luciferin_score	3.09282	2UUY_rec	2UUY_lig	swarm_179	40.0	2.0	
lightdock	luciferin_score	2.53133	2UUY_rec	2UUY_lig	swarm_179	41.0	1.0	
lightdock	luciferin_score	-0.66072	2UUY_rec	2UUY_lig	swarm_179	42.0	1.0	
lightdock	luciferin_score	-1.62956	2UUY_rec	2UUY_lig	swarm_179	43.0	7.0	
lightdock	luciferin_score	-1.86035	2UUY_rec	2UUY_lig	swarm_179	44.0	2.0	
lightdock	luciferin_score	-1.96089	2UUY_rec	2UUY_lig	swarm_179	45.0	1.0	
lightdock	luciferin_score	-3.51218	2UUY_rec	2UUY_lig	swarm_179	46.0	3.0	
lightdock	luciferin_score	-4.78937	2UUY_rec	2UUY_lig	swarm_179	47.0	1.0	
lightdock	luciferin_score	-4.83335	2UUY_rec	2UUY_lig	swarm_179	48.0	1.0	
lightdock	luciferin_score	-8.70077	2UUY_rec	2UUY_lig	swarm_179	49.0	3.0	
lightdock	luciferin_score	-8.73764	2UUY_rec	2UUY_lig	swarm_179	50.0	1.0	
lightdock	luciferin_score	-8.81964	2UUY_rec	2UUY_lig	swarm_179	51.0	3.0	
lightdock	luciferin_score	-13.19871	2UUY_rec	2UUY_lig	swarm_179	52.0	1.0	
lightdock	luciferin_score	-13.45946	2UUY_rec	2UUY_lig	swarm_179	53.0	2.0	
lightdock	luciferin_score	-16.86922	2UUY_rec	2UUY_lig	swarm_179	54.0	1.0	
lightdock	luciferin_score	-19.08402	2UUY_rec	2UUY_lig	swarm_179	55.0	4.0	
lightdock	luciferin_score	-34.80899	2UUY_rec	2UUY_lig	swarm_179	56.0	1.0	
lightdock	luciferin_score	-39.4829	2UUY_rec	2UUY_lig	swarm_179	57.0	3.0	
lightdock	luciferin_score	-40.48891	2UUY_rec	2UUY_lig	swarm_179	58.0	1.0	
lightdock	luciferin_score	-49.55011	2UUY_rec	2UUY_lig	swarm_179	59.0	2.0	
lightdock	luciferin_score	-66.30258	2UUY_rec	2UUY_lig	swarm_179	60.0	1.0	
lightdock	luciferin_score	22.17425	2UUY_rec	2UUY_lig	swarm_18	0.0	2.0	
lightdock	luciferin_score	19.95407	2UUY_rec	2UUY_lig	swarm_18	1.0	8.0	
lightdock	luciferin_score	19.097	2UUY_rec	2UUY_lig	swarm_18	2.0	11.0	
lightdock	luciferin_score	16.49501	2UUY_rec	2UUY_lig	swarm_18	3.0	12.0	
lightdock	luciferin_score	16.40015	2UUY_rec	2UUY_lig	swarm_18	4.0	9.0	
lightdock	luciferin_score	16.01155	2UUY_rec	2UUY_lig	swarm_18	5.0	1.0	
lightdock	luciferin_score	15.65067	2UUY_rec	2UUY_lig	swarm_18	6.0	2.0	
lightdock	luciferin_score	14.63843	2UUY_rec	2UUY_lig	swarm_18	7.0	8.0	
lightdock	luciferin_score	14.56837	2UUY_rec	2UUY_lig	swarm_18	8.0	3.0	
lightdock	luciferin_score	13.97459	2UUY_rec	2UUY_lig	swarm_18	9.0	10.0	
lightdock	luciferin_score	13.82976	2UUY_rec	2UUY_lig	swarm_18	10.0	1.0	
lightdock	luciferin_score	12.80109	2UUY_rec	2UUY_lig	swarm_18	11.0	9.0	
lightdock	luciferin_score	12.45364	2UUY_rec	2UUY_lig	swarm_18	12.0	7.0	
lightdock	luciferin_score	12.43318	2UUY_rec	2UUY_lig	swarm_18	13.0	3.0	
lightdock	luciferin_score	11.79292	2UUY_rec	2UUY_lig	swarm_18	14.0	3.0	
lightdock	luciferin_score	11.51762	2UUY_rec	2UUY_lig	swarm_18	15.0	1.0	
lightdock	luciferin_score	11.29482	2UUY_rec	2UUY_lig	swarm_18	16.0	2.0	
lightdock	luciferin_score	11.24699	2UUY_rec	2UUY_lig	swarm_18	17.0	2.0	
lightdock	luciferin_score	10.5296	2UUY_rec	2UUY_lig	swarm_18	18.0	4.0	
lightdock	luciferin_score	10.49008	2UUY_rec	2UUY_lig	swarm_18	19.0	4.0	
lightdock	luciferin_score	9.887	2UUY_rec	2UUY_lig	swarm_18	20.0	1.0	
lightdock	luciferin_score	9.64411	2UUY_rec	2UUY_lig	swarm_18	21.0	3.0	
lightdock	luciferin_score	9.60378	2UUY_rec	2UUY_lig	swarm_18	22.0	1.0	
